building,floor,electricity,water,status,timestamp
Building A,2,159.15,253.37,normal,2025-11-24T11:22:57.644025+00:00
Building B,5,284.04,490.68,anomaly,2025-12-04T11:08:58.644025+00:00
Building B,2,137.9,247.59,normal,2025-11-30T20:46:36.644025+00:00
Building B,4,129.77,301.32,normal,2025-11-21T08:30:06.644025+00:00
Building B,1,91.17,198.96,normal,2025-11-21T05:07:58.644025+00:00
Building A,1,91.55,182.98,normal,2025-12-15T16:35:48.644025+00:00
Building B,1,102.77,233.49,normal,2025-12-13T22:11:54.644025+00:00
Building A,4,113.95,317.17,normal,2025-11-20T15:18:40.644025+00:00
Building C,2,90.58,166.9,normal,2025-11-30T13:10:34.644025+00:00
Building A,4,76.13,224.14,normal,2025-12-03T23:16:07.644025+00:00
Building C,1,124.39,214.56,normal,2025-12-03T16:39:07.644025+00:00
Building B,4,166.54,340.13,normal,2025-11-30T12:30:01.644025+00:00
Building A,2,121.0,178.4,normal,2025-11-22T22:23:42.644025+00:00
Building C,1,392.79,506.45,anomaly,2025-11-27T15:43:27.644025+00:00
Building B,2,99.18,207.4,normal,2025-12-07T00:58:44.644025+00:00
Building C,5,98.55,232.74,normal,2025-11-19T08:09:26.644025+00:00
Building C,5,129.97,152.07,normal,2025-12-08T20:19:35.644025+00:00
Building C,4,142.95,193.23,normal,2025-11-24T17:45:51.644025+00:00
Building B,5,151.17,223.33,normal,2025-11-27T03:12:35.644025+00:00
Building A,4,169.81,264.58,normal,2025-11-28T10:27:19.644025+00:00
Building C,3,153.44,246.42,normal,2025-12-10T09:32:05.644025+00:00
Building C,1,79.42,213.82,normal,2025-11-29T06:06:51.644025+00:00
Building B,2,119.18,295.82,normal,2025-11-30T19:23:13.644025+00:00
Building B,4,112.65,258.84,normal,2025-11-26T18:08:57.644025+00:00
Building A,2,89.09,195.84,normal,2025-12-01T18:53:12.644025+00:00
Building C,4,117.79,221.44,normal,2025-12-05T20:17:28.644025+00:00
Building C,3,348.96,481.25,anomaly,2025-12-10T06:17:57.644025+00:00
Building C,1,120.29,242.81,normal,2025-12-14T20:47:00.644025+00:00
Building A,5,89.82,155.48,normal,2025-12-03T06:40:09.644025+00:00
Building A,5,141.83,320.64,normal,2025-11-24T08:39:45.644025+00:00
Building A,5,114.53,231.71,normal,2025-12-10T19:34:44.644025+00:00
Building B,5,172.71,351.69,normal,2025-11-17T15:25:50.644025+00:00
Building C,2,86.96,198.21,normal,2025-12-11T23:33:07.644025+00:00
Building B,4,124.11,291.51,normal,2025-11-29T17:16:30.644025+00:00
Building A,2,165.02,209.36,normal,2025-12-07T14:58:31.644025+00:00
Building A,1,97.72,237.56,normal,2025-12-14T21:08:02.644025+00:00
Building B,5,168.64,292.73,normal,2025-12-05T21:25:32.644025+00:00
Building C,2,149.61,235.27,normal,2025-12-01T18:10:48.644025+00:00
Building A,5,151.4,242.37,normal,2025-12-10T11:33:54.644025+00:00
Building C,5,121.76,238.46,normal,2025-12-01T07:45:46.644025+00:00
Building B,4,123.43,288.04,normal,2025-12-10T12:55:47.644025+00:00
Building A,2,117.7,225.02,normal,2025-11-29T20:14:27.644025+00:00
Building A,3,162.39,254.31,normal,2025-11-24T14:53:37.644025+00:00
Building C,4,96.59,170.21,normal,2025-12-06T13:02:10.644025+00:00
Building C,5,123.09,162.21,normal,2025-11-21T07:06:24.644025+00:00
Building A,3,148.16,312.35,normal,2025-12-04T15:10:20.644025+00:00
Building C,3,82.05,147.95,normal,2025-12-15T05:04:38.644025+00:00
Building C,5,136.98,220.7,normal,2025-12-10T19:49:26.644025+00:00
Building A,4,108.7,238.87,normal,2025-11-26T07:18:31.644025+00:00
Building B,4,141.17,327.98,normal,2025-12-09T12:49:31.644025+00:00
Building B,3,91.91,244.87,normal,2025-12-01T06:41:32.644025+00:00
Building A,2,92.23,218.67,normal,2025-12-09T01:35:52.644025+00:00
Building C,3,143.09,222.4,normal,2025-12-11T09:04:21.644025+00:00
Building C,2,127.67,170.22,normal,2025-12-13T13:31:20.644025+00:00
Building A,1,155.02,260.18,normal,2025-11-25T17:40:54.644025+00:00
Building C,1,78.41,124.49,normal,2025-12-04T01:57:48.644025+00:00
Building C,3,85.57,159.82,normal,2025-11-29T05:03:19.644025+00:00
Building C,3,86.72,211.77,normal,2025-11-17T21:10:21.644025+00:00
Building A,5,114.73,185.57,normal,2025-11-29T10:49:09.644025+00:00
Building B,1,121.56,240.21,normal,2025-11-25T18:42:58.644025+00:00
Building A,2,114.85,228.9,normal,2025-11-18T04:05:38.644025+00:00
Building C,4,138.2,291.45,normal,2025-11-23T12:51:42.644025+00:00
Building A,2,119.72,199.83,normal,2025-12-02T01:54:51.644025+00:00
Building B,5,143.02,314.31,normal,2025-11-27T21:12:17.644025+00:00
Building B,5,153.92,165.16,normal,2025-12-15T04:32:53.644025+00:00
Building C,1,152.39,240.85,normal,2025-12-12T16:57:17.644025+00:00
Building A,1,93.3,222.93,normal,2025-11-30T02:40:29.644025+00:00
Building A,3,120.01,188.67,normal,2025-12-08T21:25:16.644025+00:00
Building C,2,65.85,150.21,normal,2025-11-21T07:33:59.644025+00:00
Building B,2,162.59,239.27,normal,2025-12-13T09:45:10.644025+00:00
Building B,2,150.75,292.04,normal,2025-12-12T19:39:08.644025+00:00
Building B,3,116.4,301.94,normal,2025-12-05T21:19:46.644025+00:00
Building A,2,161.85,212.47,normal,2025-12-11T10:33:37.644025+00:00
Building C,3,148.85,200.99,normal,2025-12-04T17:24:27.644025+00:00
Building B,5,192.22,251.2,normal,2025-11-27T17:11:28.644025+00:00
Building C,1,143.73,203.68,normal,2025-11-26T11:19:50.644025+00:00
Building A,1,105.07,212.92,normal,2025-12-10T18:28:36.644025+00:00
Building C,5,111.06,174.53,normal,2025-12-08T05:13:39.644025+00:00
Building A,5,109.5,195.95,normal,2025-11-22T19:33:38.644025+00:00
Building C,2,118.37,208.31,normal,2025-12-06T22:30:23.644025+00:00
Building C,4,94.35,264.25,normal,2025-11-19T09:24:39.644025+00:00
Building B,5,165.01,254.33,normal,2025-11-20T20:37:45.644025+00:00
Building A,2,103.19,143.94,normal,2025-11-18T20:14:28.644025+00:00
Building C,5,108.09,220.33,normal,2025-12-06T05:35:31.644025+00:00
Building B,2,139.4,247.96,normal,2025-11-17T14:07:38.644025+00:00
Building C,4,96.35,184.46,normal,2025-12-04T00:17:55.644025+00:00
Building B,4,142.92,247.29,normal,2025-11-23T13:15:17.644025+00:00
Building A,5,174.3,233.58,normal,2025-11-27T15:59:03.644025+00:00
Building C,3,106.39,187.65,normal,2025-11-29T03:01:12.644025+00:00
Building C,3,150.66,174.35,normal,2025-12-13T18:17:52.644025+00:00
Building A,3,157.68,270.84,normal,2025-11-28T17:38:13.644025+00:00
Building B,1,142.5,311.55,normal,2025-11-24T08:22:33.644025+00:00
Building B,4,169.42,362.61,normal,2025-12-03T15:17:01.644025+00:00
Building C,1,95.4,124.79,normal,2025-12-03T23:10:25.644025+00:00
Building C,1,91.79,221.99,normal,2025-11-22T10:56:39.644025+00:00
Building A,2,71.92,135.91,normal,2025-12-13T06:47:40.644025+00:00
Building C,4,92.82,206.2,normal,2025-12-03T01:28:15.644025+00:00
Building C,1,87.53,167.2,normal,2025-12-11T21:42:23.644025+00:00
Building B,5,140.51,274.4,normal,2025-11-19T12:25:51.644025+00:00
Building B,1,85.12,171.08,normal,2025-12-04T02:59:07.644025+00:00
Building C,4,285.14,488.57,anomaly,2025-12-13T22:40:09.644025+00:00
Building A,5,99.71,142.04,normal,2025-11-19T02:32:26.644025+00:00
Building B,4,313.49,526.55,anomaly,2025-11-27T23:46:02.644025+00:00
Building A,1,138.57,219.34,normal,2025-11-21T18:07:41.644025+00:00
Building A,5,165.46,316.51,normal,2025-12-04T09:31:08.644025+00:00
Building B,4,294.48,478.04,anomaly,2025-12-11T06:38:27.644025+00:00
Building A,1,147.06,218.69,normal,2025-11-17T14:13:18.644025+00:00
Building A,1,256.69,465.46,anomaly,2025-12-05T19:49:32.644025+00:00
Building A,5,397.21,499.51,anomaly,2025-11-28T05:19:49.644025+00:00
Building C,5,139.47,255.6,normal,2025-11-22T21:18:47.644025+00:00
Building C,3,147.78,304.39,normal,2025-11-23T15:57:10.644025+00:00
Building C,5,113.68,232.93,normal,2025-12-07T15:29:39.644025+00:00
Building B,4,119.49,256.36,normal,2025-12-15T21:13:25.644025+00:00
Building B,1,112.87,208.59,normal,2025-11-23T03:54:14.644025+00:00
Building A,3,398.24,642.43,anomaly,2025-12-15T17:23:21.644025+00:00
Building C,4,116.59,188.18,normal,2025-12-01T04:29:07.644025+00:00
Building B,1,95.69,167.0,normal,2025-12-06T02:20:24.644025+00:00
Building A,2,114.3,214.11,normal,2025-11-22T06:04:59.644025+00:00
Building C,3,69.78,204.41,normal,2025-12-13T06:02:47.644025+00:00
Building B,3,134.83,166.05,normal,2025-12-02T06:34:26.644025+00:00
Building B,3,158.52,260.25,normal,2025-12-01T20:42:07.644025+00:00
Building B,1,152.15,272.33,normal,2025-11-26T08:37:09.644025+00:00
Building B,2,101.69,154.37,normal,2025-12-03T00:47:43.644025+00:00
Building C,1,109.43,182.13,normal,2025-11-23T16:30:14.644025+00:00
Building A,3,98.18,311.93,normal,2025-11-25T09:22:06.644025+00:00
Building B,5,203.17,273.41,normal,2025-12-09T14:15:41.644025+00:00
Building C,3,101.46,200.3,normal,2025-12-09T11:54:59.644025+00:00
Building C,5,111.63,189.51,normal,2025-12-14T09:36:23.644025+00:00
Building B,5,172.27,326.12,normal,2025-11-30T09:08:45.644025+00:00
Building C,5,98.18,158.48,normal,2025-12-13T22:45:35.644025+00:00
Building A,3,97.09,188.72,normal,2025-11-24T14:16:31.644025+00:00
Building A,2,81.95,167.42,normal,2025-12-10T04:40:07.644025+00:00
Building C,1,137.55,224.77,normal,2025-12-05T12:51:59.644025+00:00
Building C,5,105.07,255.28,normal,2025-11-28T08:53:29.644025+00:00
Building C,3,71.69,220.45,normal,2025-11-25T03:22:25.644025+00:00
Building A,5,112.8,221.65,normal,2025-11-19T11:30:26.644025+00:00
Building B,4,155.88,195.9,normal,2025-11-21T20:39:18.644025+00:00
Building C,3,115.81,252.88,normal,2025-12-10T18:25:21.644025+00:00
Building B,2,115.5,227.9,normal,2025-12-12T05:04:15.644025+00:00
Building B,2,122.98,182.69,normal,2025-11-30T02:26:43.644025+00:00
Building C,3,86.81,133.88,normal,2025-12-14T02:49:00.644025+00:00
Building A,1,116.44,187.24,normal,2025-12-02T20:59:04.644025+00:00
Building B,1,170.21,234.42,normal,2025-12-05T18:48:55.644025+00:00
Building C,2,88.57,290.3,normal,2025-11-27T14:41:25.644025+00:00
Building B,1,127.37,224.99,normal,2025-12-01T11:16:58.644025+00:00
Building C,2,132.61,147.07,normal,2025-11-29T20:35:39.644025+00:00
Building C,1,99.7,178.2,normal,2025-11-22T11:55:08.644025+00:00
Building B,2,95.7,248.84,normal,2025-12-02T00:14:23.644025+00:00
Building A,1,129.91,182.19,normal,2025-12-01T19:56:28.644025+00:00
Building B,1,118.48,267.56,normal,2025-11-24T06:21:24.644025+00:00
Building C,3,106.54,178.36,normal,2025-12-09T23:13:26.644025+00:00
Building C,3,96.31,201.39,normal,2025-12-05T01:00:49.644025+00:00
Building B,4,137.72,273.94,normal,2025-12-02T22:55:38.644025+00:00
Building C,3,96.67,173.73,normal,2025-12-02T01:12:24.644025+00:00
Building A,2,83.36,180.82,normal,2025-12-10T06:29:29.644025+00:00
Building A,4,79.76,194.64,normal,2025-12-15T05:28:53.644025+00:00
Building A,3,120.67,309.29,normal,2025-11-28T18:43:39.644025+00:00
Building A,5,117.15,198.14,normal,2025-12-10T03:37:34.644025+00:00
Building C,1,69.69,185.64,normal,2025-12-11T05:25:55.644025+00:00
Building A,1,138.34,180.03,normal,2025-12-03T16:08:24.644025+00:00
Building B,3,307.38,593.63,anomaly,2025-12-11T02:13:45.644025+00:00
Building B,4,186.29,245.96,normal,2025-11-28T14:41:28.644025+00:00
Building C,5,104.69,152.33,normal,2025-11-18T00:30:36.644025+00:00
Building B,3,378.49,646.65,anomaly,2025-11-23T08:29:07.644025+00:00
Building C,4,142.95,312.08,normal,2025-12-08T18:57:29.644025+00:00
Building C,5,123.16,231.92,normal,2025-12-09T22:03:46.644025+00:00
Building C,2,96.38,164.36,normal,2025-11-17T00:03:50.644025+00:00
Building A,4,339.35,487.13,anomaly,2025-11-22T06:18:20.644025+00:00
Building C,4,98.95,222.04,normal,2025-11-29T12:21:14.644025+00:00
Building A,2,267.67,597.89,anomaly,2025-11-16T20:01:14.644025+00:00
Building A,1,94.96,230.66,normal,2025-11-18T05:45:01.644025+00:00
Building A,1,135.41,233.28,normal,2025-12-12T20:33:15.644025+00:00
Building C,2,99.51,164.37,normal,2025-12-07T15:55:15.644025+00:00
Building B,4,126.04,363.91,normal,2025-11-20T16:53:55.644025+00:00
Building B,1,167.7,299.57,normal,2025-11-28T10:23:34.644025+00:00
Building A,1,87.34,173.27,normal,2025-12-07T22:43:30.644025+00:00
Building A,4,122.66,248.93,normal,2025-12-11T18:05:56.644025+00:00
Building A,3,255.25,606.28,anomaly,2025-11-23T21:17:08.644025+00:00
Building A,5,88.11,202.39,normal,2025-11-26T23:11:41.644025+00:00
Building B,4,126.05,273.64,normal,2025-12-14T16:13:29.644025+00:00
Building B,2,105.29,153.23,normal,2025-11-28T04:21:34.644025+00:00
Building A,3,71.5,141.42,normal,2025-12-13T00:45:45.644025+00:00
Building C,5,152.32,300.9,normal,2025-11-28T10:15:34.644025+00:00
Building A,5,134.23,285.23,normal,2025-12-05T15:39:03.644025+00:00
Building A,4,133.63,239.64,normal,2025-12-05T07:41:13.644025+00:00
Building A,4,116.6,203.03,normal,2025-12-01T09:06:56.644025+00:00
Building B,5,137.52,391.03,normal,2025-11-19T09:05:13.644025+00:00
Building A,2,152.46,255.37,normal,2025-12-05T11:01:53.644025+00:00
Building C,1,398.13,527.21,anomaly,2025-11-23T04:48:24.644025+00:00
Building A,1,77.55,251.92,normal,2025-11-27T19:16:50.644025+00:00
Building C,3,150.58,198.33,normal,2025-11-23T14:24:22.644025+00:00
Building B,4,100.48,272.85,normal,2025-11-28T02:14:10.644025+00:00
Building C,3,124.31,193.17,normal,2025-12-14T23:53:55.644025+00:00
Building B,4,132.88,217.82,normal,2025-11-21T08:47:39.644025+00:00
Building C,3,100.97,294.5,normal,2025-12-09T11:55:25.644025+00:00
Building C,1,127.91,204.54,normal,2025-11-30T21:51:48.644025+00:00
Building C,1,150.68,271.07,normal,2025-12-07T18:36:49.644025+00:00
Building B,3,104.78,275.8,normal,2025-12-14T21:47:38.644025+00:00
Building C,1,71.84,135.98,normal,2025-12-04T23:52:44.644025+00:00
Building C,5,92.74,245.86,normal,2025-12-13T15:18:54.644025+00:00
Building B,2,162.91,201.66,normal,2025-11-22T08:30:44.644025+00:00
Building C,3,95.33,279.31,normal,2025-12-04T08:31:54.644025+00:00
Building C,2,70.97,131.74,normal,2025-12-13T23:21:44.644025+00:00
Building A,1,84.76,196.87,normal,2025-12-04T01:59:21.644025+00:00
Building A,5,175.97,187.78,normal,2025-12-13T10:48:51.644025+00:00
Building A,2,79.82,150.97,normal,2025-12-01T23:20:12.644025+00:00
Building C,2,96.29,239.72,normal,2025-11-16T13:23:09.644025+00:00
Building B,1,104.42,262.18,normal,2025-12-09T17:27:30.644025+00:00
Building B,3,101.39,213.49,normal,2025-11-27T05:12:13.644025+00:00
Building C,4,135.41,218.4,normal,2025-11-23T12:47:42.644025+00:00
Building C,2,78.94,176.24,normal,2025-12-09T02:14:15.644025+00:00
Building A,2,162.17,281.12,normal,2025-11-21T18:56:09.644025+00:00
Building C,4,98.74,238.0,normal,2025-11-16T19:47:03.644025+00:00
Building C,2,103.83,218.85,normal,2025-11-28T11:50:15.644025+00:00
Building C,1,106.11,211.08,normal,2025-11-24T03:05:23.644025+00:00
Building C,1,79.97,132.39,normal,2025-11-29T20:36:53.644025+00:00
Building C,5,151.33,313.27,normal,2025-12-01T08:13:21.644025+00:00
Building C,4,111.33,298.81,normal,2025-12-11T12:03:19.644025+00:00
Building A,1,100.92,186.91,normal,2025-11-28T08:33:37.644025+00:00
Building B,3,97.93,221.16,normal,2025-12-10T00:38:04.644025+00:00
Building C,4,145.2,234.25,normal,2025-12-03T18:42:07.644025+00:00
Building C,4,105.27,242.61,normal,2025-12-03T11:55:41.644025+00:00
Building B,5,179.5,313.38,normal,2025-11-22T13:49:27.644025+00:00
Building B,3,137.97,225.94,normal,2025-11-19T11:41:10.644025+00:00
Building B,1,147.53,333.53,normal,2025-11-26T10:17:34.644025+00:00
Building A,5,93.34,208.96,normal,2025-12-04T22:34:09.644025+00:00
Building C,1,142.34,169.48,normal,2025-11-23T10:07:13.644025+00:00
Building A,1,98.82,153.82,normal,2025-11-25T04:25:25.644025+00:00
Building A,2,89.35,184.23,normal,2025-12-01T06:14:47.644025+00:00
Building C,4,93.82,179.61,normal,2025-12-02T11:47:20.644025+00:00
Building B,4,146.69,176.36,normal,2025-11-16T19:47:19.644025+00:00
Building B,2,125.97,249.57,normal,2025-12-06T13:45:05.644025+00:00
Building B,4,119.77,160.66,normal,2025-11-25T00:59:25.644025+00:00
Building C,4,139.48,200.17,normal,2025-12-13T19:49:53.644025+00:00
Building B,4,107.99,189.07,normal,2025-12-13T01:56:54.644025+00:00
Building C,3,121.29,180.63,normal,2025-11-25T14:54:32.644025+00:00
Building A,1,100.22,201.66,normal,2025-11-18T12:23:11.644025+00:00
Building B,2,124.52,267.25,normal,2025-11-28T06:08:05.644025+00:00
Building C,1,130.93,263.53,normal,2025-11-18T15:20:58.644025+00:00
Building B,2,133.42,209.95,normal,2025-11-29T17:04:11.644025+00:00
Building C,3,84.44,141.51,normal,2025-11-17T21:26:42.644025+00:00
Building A,1,116.93,162.0,normal,2025-12-14T20:22:26.644025+00:00
Building A,5,133.2,339.57,normal,2025-12-07T11:35:16.644025+00:00
Building B,1,129.71,257.57,normal,2025-11-26T20:24:57.644025+00:00
Building A,1,67.76,194.48,normal,2025-11-29T22:00:55.644025+00:00
Building C,2,126.64,144.08,normal,2025-11-18T21:37:57.644025+00:00
Building A,5,103.87,216.75,normal,2025-11-17T22:24:44.644025+00:00
Building A,3,86.62,152.35,normal,2025-11-24T23:16:47.644025+00:00
Building B,2,99.74,176.71,normal,2025-11-17T22:37:07.644025+00:00
Building C,3,134.78,273.1,normal,2025-11-18T10:26:21.644025+00:00
Building B,4,87.04,181.44,normal,2025-12-06T23:14:47.644025+00:00
Building B,2,141.16,303.22,normal,2025-11-27T19:25:05.644025+00:00
Building A,2,99.63,161.12,normal,2025-11-28T23:47:02.644025+00:00
Building A,4,77.21,199.78,normal,2025-11-21T23:17:14.644025+00:00
Building B,1,364.04,623.09,anomaly,2025-12-09T23:02:42.644025+00:00
Building B,4,89.94,189.76,normal,2025-11-21T22:44:25.644025+00:00
Building C,1,86.27,190.79,normal,2025-12-01T19:46:09.644025+00:00
Building B,5,122.94,179.03,normal,2025-12-14T01:42:26.644025+00:00
Building A,1,139.26,230.6,normal,2025-12-12T08:16:09.644025+00:00
Building C,5,130.23,251.96,normal,2025-12-05T19:04:46.644025+00:00
Building B,2,144.21,285.97,normal,2025-11-27T18:20:22.644025+00:00
Building B,4,116.52,283.9,normal,2025-11-22T22:47:38.644025+00:00
Building C,1,99.66,158.21,normal,2025-12-14T01:37:39.644025+00:00
Building A,1,74.77,171.66,normal,2025-11-25T05:55:56.644025+00:00
Building B,1,83.65,209.03,normal,2025-11-23T06:16:53.644025+00:00
Building B,1,179.37,227.4,normal,2025-12-06T10:40:30.644025+00:00
Building B,1,149.61,246.24,normal,2025-11-28T20:37:41.644025+00:00
Building A,2,80.4,204.59,normal,2025-12-06T04:59:13.644025+00:00
Building B,1,89.24,199.94,normal,2025-12-04T22:30:30.644025+00:00
Building C,3,125.08,219.75,normal,2025-12-03T08:23:43.644025+00:00
Building B,1,132.5,332.54,normal,2025-11-16T08:59:02.644025+00:00
Building B,5,155.62,263.42,normal,2025-12-08T18:59:17.644025+00:00
Building B,5,255.52,514.31,anomaly,2025-12-07T11:43:04.644025+00:00
Building B,3,156.59,248.03,normal,2025-12-05T09:28:31.644025+00:00
Building A,5,107.1,259.36,normal,2025-12-02T23:37:40.644025+00:00
Building B,1,104.24,322.53,normal,2025-12-08T10:39:10.644025+00:00
Building C,4,85.48,150.44,normal,2025-12-13T19:18:22.644025+00:00
Building A,1,153.96,274.87,normal,2025-11-22T11:48:23.644025+00:00
Building C,5,114.66,209.11,normal,2025-11-28T22:22:38.644025+00:00
Building A,5,100.49,329.28,normal,2025-12-11T11:21:51.644025+00:00
Building A,3,96.98,199.4,normal,2025-12-09T19:00:51.644025+00:00
Building C,1,116.85,151.1,normal,2025-12-15T23:54:49.644025+00:00
Building A,4,80.89,162.8,normal,2025-12-01T03:36:04.644025+00:00
Building C,3,89.84,254.94,normal,2025-11-22T19:57:16.644025+00:00
Building B,5,95.91,211.38,normal,2025-12-08T07:19:07.644025+00:00
Building C,2,146.54,222.94,normal,2025-12-15T18:27:09.644025+00:00
Building A,4,302.05,589.03,anomaly,2025-11-20T12:48:59.644025+00:00
Building B,2,85.79,273.5,normal,2025-11-25T06:34:44.644025+00:00
Building A,1,69.53,191.75,normal,2025-11-20T23:50:23.644025+00:00
Building C,4,149.3,223.15,normal,2025-11-24T14:28:19.644025+00:00
Building A,1,137.69,211.21,normal,2025-12-11T16:35:59.644025+00:00
Building A,1,110.96,224.7,normal,2025-11-23T23:48:15.644025+00:00
Building A,5,81.67,150.81,normal,2025-12-11T07:05:58.644025+00:00
Building B,5,111.65,266.25,normal,2025-11-24T04:13:33.644025+00:00
Building A,4,388.6,495.24,anomaly,2025-11-22T16:20:08.644025+00:00
Building B,3,192.73,327.24,normal,2025-12-15T18:55:55.644025+00:00
Building A,3,261.31,620.03,anomaly,2025-11-22T10:46:01.644025+00:00
Building B,3,357.34,472.55,anomaly,2025-12-01T10:08:50.644025+00:00
Building A,4,124.8,238.0,normal,2025-12-14T00:23:15.644025+00:00
Building A,2,79.07,206.42,normal,2025-12-08T05:40:52.644025+00:00
Building C,1,151.29,281.71,normal,2025-11-16T11:42:45.644025+00:00
Building A,4,109.1,141.33,normal,2025-12-05T22:09:31.644025+00:00
Building A,1,72.36,165.41,normal,2025-11-26T04:48:13.644025+00:00
Building B,4,107.75,247.37,normal,2025-11-30T05:04:28.644025+00:00
Building A,4,125.55,248.45,normal,2025-11-20T19:03:36.644025+00:00
Building A,5,99.97,239.39,normal,2025-11-21T20:03:40.644025+00:00
Building B,3,171.78,262.53,normal,2025-12-14T18:41:47.644025+00:00
Building B,2,143.16,162.45,normal,2025-12-06T23:45:06.644025+00:00
Building B,1,123.69,223.61,normal,2025-12-12T03:13:10.644025+00:00
Building B,1,156.22,307.58,normal,2025-12-14T11:46:24.644025+00:00
Building A,2,69.21,228.88,normal,2025-12-03T01:11:35.644025+00:00
Building C,4,131.76,208.48,normal,2025-11-21T13:42:13.644025+00:00
Building C,4,83.31,212.86,normal,2025-11-24T04:49:12.644025+00:00
Building C,1,104.38,154.43,normal,2025-12-09T22:13:32.644025+00:00
Building A,1,98.16,260.91,normal,2025-12-07T15:59:25.644025+00:00
Building C,2,93.52,260.29,normal,2025-11-30T10:53:46.644025+00:00
Building C,1,106.35,163.01,normal,2025-12-13T02:56:18.644025+00:00
Building C,1,135.98,277.14,normal,2025-11-21T15:44:34.644025+00:00
Building B,4,262.03,634.62,anomaly,2025-12-15T03:11:27.644025+00:00
Building A,2,110.34,181.71,normal,2025-11-19T05:33:04.644025+00:00
Building A,2,163.1,203.44,normal,2025-11-27T10:40:50.644025+00:00
Building B,4,89.97,173.79,normal,2025-11-16T06:27:55.644025+00:00
Building A,4,126.56,230.46,normal,2025-12-08T12:30:26.644025+00:00
Building C,4,133.24,227.42,normal,2025-12-11T11:42:06.644025+00:00
Building B,1,179.63,345.9,normal,2025-11-17T15:44:10.644025+00:00
Building C,2,87.79,209.34,normal,2025-12-10T17:57:55.644025+00:00
Building A,4,84.59,166.67,normal,2025-11-20T04:50:54.644025+00:00
Building B,4,110.86,164.25,normal,2025-11-17T23:34:57.644025+00:00
Building C,4,161.04,190.66,normal,2025-11-29T12:45:36.644025+00:00
Building C,2,351.12,556.7,anomaly,2025-12-13T03:57:33.644025+00:00
Building B,5,192.97,373.88,normal,2025-11-19T16:44:58.644025+00:00
Building B,4,86.2,211.16,normal,2025-12-14T00:13:32.644025+00:00
Building B,4,265.82,484.92,anomaly,2025-11-26T04:09:06.644025+00:00
Building A,3,116.12,149.45,normal,2025-11-25T05:42:10.644025+00:00
Building A,3,277.38,480.33,anomaly,2025-12-01T15:59:11.644025+00:00
Building A,1,120.81,168.42,normal,2025-11-19T03:20:52.644025+00:00
Building B,3,130.18,229.59,normal,2025-12-15T07:27:04.644025+00:00
Building B,3,176.29,290.1,normal,2025-12-01T10:22:05.644025+00:00
Building A,1,107.79,150.24,normal,2025-12-06T22:34:27.644025+00:00
Building A,2,133.55,298.53,normal,2025-12-01T13:15:30.644025+00:00
Building A,1,132.59,202.64,normal,2025-11-22T10:59:05.644025+00:00
Building A,1,117.06,295.19,normal,2025-12-11T18:39:24.644025+00:00
Building B,4,118.04,271.98,normal,2025-12-08T07:17:27.644025+00:00
Building A,2,112.29,290.11,normal,2025-11-16T08:30:41.644025+00:00
Building B,3,130.29,243.48,normal,2025-12-11T13:42:32.644025+00:00
Building C,4,131.25,250.87,normal,2025-11-22T15:03:44.644025+00:00
Building B,3,371.05,557.02,anomaly,2025-11-16T16:57:28.644025+00:00
Building A,4,165.86,315.52,normal,2025-11-25T17:23:25.644025+00:00
Building C,3,142.19,191.38,normal,2025-11-16T14:46:31.644025+00:00
Building C,1,108.62,167.26,normal,2025-11-20T06:07:38.644025+00:00
Building A,1,119.43,197.0,normal,2025-12-04T02:10:45.644025+00:00
Building A,3,92.39,278.9,normal,2025-11-23T11:18:00.644025+00:00
Building B,4,113.01,206.24,normal,2025-11-30T19:45:05.644025+00:00
Building A,1,83.42,212.09,normal,2025-11-25T04:15:55.644025+00:00
Building C,4,108.11,288.65,normal,2025-11-17T08:57:23.644025+00:00
Building B,5,370.23,550.83,anomaly,2025-11-18T04:03:35.644025+00:00
Building C,2,88.36,221.58,normal,2025-12-03T02:50:31.644025+00:00
Building B,1,97.36,273.12,normal,2025-12-10T21:51:18.644025+00:00
Building C,2,114.42,174.27,normal,2025-12-09T03:30:44.644025+00:00
Building A,5,112.65,179.01,normal,2025-11-16T01:29:55.644025+00:00
Building B,4,109.11,367.48,normal,2025-12-08T11:39:48.644025+00:00
Building A,4,126.26,202.85,normal,2025-12-09T17:17:23.644025+00:00
Building B,2,89.96,241.29,normal,2025-12-04T22:43:55.644025+00:00
Building B,1,138.88,208.91,normal,2025-12-06T17:52:57.644025+00:00
Building A,3,117.88,186.91,normal,2025-11-23T23:48:15.644025+00:00
Building C,5,101.94,235.36,normal,2025-12-05T21:02:03.644025+00:00
Building A,5,164.44,284.97,normal,2025-11-27T14:03:11.644025+00:00
Building C,3,128.93,192.45,normal,2025-11-28T20:38:49.644025+00:00
Building C,4,259.88,644.74,anomaly,2025-12-15T14:18:46.644025+00:00
Building A,2,112.52,198.42,normal,2025-11-25T06:06:07.644025+00:00
Building B,4,108.83,243.27,normal,2025-12-12T01:44:06.644025+00:00
Building B,5,195.26,259.69,normal,2025-11-18T18:29:38.644025+00:00
Building C,4,109.18,182.44,normal,2025-12-07T14:18:04.644025+00:00
Building B,5,141.78,278.62,normal,2025-12-05T02:28:48.644025+00:00
Building C,4,397.91,568.46,anomaly,2025-11-18T05:03:34.644025+00:00
Building A,3,154.34,195.36,normal,2025-11-16T13:59:00.644025+00:00
